restaurant,city,features
"Posto", "los_angeles", "Weekend_Lunch Weekend_Brunch Private_Rooms_Available Picnics Italian Extraordinary_Food Excellent_Service Excellent_Decor $30-$50"
"L.A. Trattoria", "los_angeles", "Good_for_Younger_Kids Weekend_Lunch Weekend_Brunch No_Reservations Private_Rooms_Available Late_Night_Menu Italian Pizzerias Extraordinary_Food Excellent_Service Excellent_Decor $15-$30"
"Maria's Italian Kitchen", "los_angeles", "Good_for_Younger_Kids Weekend_Lunch Weekend_Brunch Warm_spots_by_the_fire Weekend_Jazz_Brunch No_Reservations Private_Rooms_Available Picnics Italian Excellent_Food Excellent_Service Good_Decor $15-$30"
"Dan Tana's", "los_angeles", "Weekend_Brunch After_Hours_Dining Traditional Continental Italian Excellent_Food Excellent_Service Excellent_Decor $15-$30"
"FOUR OAKS", "los_angeles", "Weekend_Lunch Good_Out_of_Town_Business Weekend_Brunch Parties_and_Occasions Warm_spots_by_the_fire Weekend_Jazz_Brunch Romantic Quiet_for_Conversation Private_Rooms_Available Great_for_People_Watching Dining_Outdoors Need_To_Dress French_Contemporary Extraordinary_Food Extraordinary_Service Extraordinary_Decor $30-$50"
"Le Petit Bistro", "los_angeles", "For_the_Young_and_Young_at_Heart Weekend_Brunch Great_for_People_Watching Dining_Outdoors Up_and_Coming Hip_Place_To_Be French_Bistro Brasserie Good_Food Good_Service Good_Decor $15-$30"
"Menagerie", "los_angeles", "Weekend_Lunch Weekend_Brunch Private_Rooms_Available Quirky Creative Creative Creative Eclectic Excellent_Food Excellent_Service Good_Decor $15-$30"
"Gardens", "los_angeles", "Little_Known_But_Well_Liked Quiet_for_Conversation Private_Rooms_Available Need_To_Dress Classic_Hotel_Dining Entertainment Californian French_Contemporary Extraordinary_Food Extraordinary_Service Near-perfect_Decor $30-$50"
"Petrelli's", "los_angeles", "Good_for_Younger_Kids Weekend_Lunch Weekend_Brunch Relaxed_Senior_Scene Warm_spots_by_the_fire Weekend_Jazz_Brunch Private_Rooms_Available An_Historic_Spot Singles_Scene Steakhouses Excellent_Food Excellent_Service Good_Decor $15-$30"
"Ocean Seafood", "los_angeles", "Weekend_Lunch Weekend_Brunch Warm_spots_by_the_fire Weekend_Jazz_Brunch Private_Rooms_Available Open_for_Breakfast Chinese Dim_Sum Extraordinary_Food Excellent_Service Excellent_Decor $15-$30"
"Russell's", "los_angeles", "Traditional Excellent_Food Excellent_Service Good_Decor below_$15"
"Emilio's", "los_angeles", "Weekend_Lunch Weekend_Brunch Private_Rooms_Available Entertainment Traditional Italian Excellent_Food Excellent_Service Excellent_Decor $15-$30"
"Chez Jay", "los_angeles", "Weekend_Brunch Private_Rooms_Available Great_for_People_Watching Quirky On_the_Beach Singles_Scene American American_(Contemporary) Seafood Steakhouses Excellent_Food Excellent_Service Good_Decor $15-$30"
"CHEZ MELANGE", "los_angeles", "An_Out_Of_The_Way_Find Fabulous_Wine_Lists Warm_spots_by_the_fire Weekend_Jazz_Brunch Private_Rooms_Available On_the_Beach Hip_Place_To_Be Classic_Hotel_Dining Focus_on_Dessert Fountain_and_Ice_Cream Wine_and_Beer Open_for_Breakfast Singles_Scene Eclectic Extraordinary_Food Extraordinary_Service Excellent_Decor $15-$30"
"Maxwell's Cafe", "los_angeles", "Weekend_Lunch Weekend_Brunch Warm_spots_by_the_fire Weekend_Jazz_Brunch No_Reservations Open_for_Breakfast American Coffee_Shops Diners Excellent_Food Excellent_Service Good_Decor below_$15"
"Dino's Italian Inn", "los_angeles", "Weekend_Brunch Romantic Quiet_for_Conversation Italian Good_Food Good_Service Good_Decor $15-$30"
"The Black Whale", "los_angeles", "Weekend_Lunch Weekend_Brunch Relaxed_Senior_Scene Warm_spots_by_the_fire Weekend_Jazz_Brunch No_Reservations Private_Rooms_Available Late_Night_Menu Open_for_Breakfast Traditional Seafood Excellent_Food Excellent_Service Good_Decor $15-$30"
"C'est Fan Fan", "los_angeles", "Little_Known_But_Well_Liked Pacific_New_Wave Good_Food Good_Service Good_Decor $15-$30"
"THE IVY", "los_angeles", "Weekend_Lunch Good_Out_of_Town_Business Weekend_Brunch Parties_and_Occasions Warm_spots_by_the_fire Weekend_Jazz_Brunch Power_Brokers Great_for_People_Watching Dining_Outdoors Hip_Place_To_Be Focus_on_Dessert Fountain_and_Ice_Cream Wine_and_Beer Open_for_Breakfast American_(Contemporary) Extraordinary_Food Excellent_Service Extraordinary_Decor $30-$50"
"Chin Chin", "los_angeles", "Good_for_Younger_Kids Weekend_Lunch For_the_Young_and_Young_at_Heart Weekend_Brunch Warm_spots_by_the_fire Weekend_Jazz_Brunch No_Reservations Private_Rooms_Available Dining_Outdoors Hip_Place_To_Be Singles_Scene Chinese Dim_Sum Excellent_Food Excellent_Service Good_Decor below_$15"
"Matteo's Taste of Hoboken", "los_angeles", "Good_for_Younger_Kids Weekend_Lunch Warm_spots_by_the_fire Weekend_Jazz_Brunch No_Reservations Italian Excellent_Food Excellent_Service Fair_Decor $15-$30"
"Pink's Famous Chili Dogs", "los_angeles", "Weekend_Lunch For_the_Young_and_Young_at_Heart Weekend_Brunch No_Reservations After_Hours_Dining An_Historic_Spot Fast_Food Hot_Dogs Excellent_Food Good_Service Fair_Decor below_$15"
"La Vecchia Cucina", "los_angeles", "Weekend_Lunch Weekend_Brunch On_the_Beach Late_Night_Menu Italian Excellent_Food Excellent_Service Excellent_Decor $15-$30"
"Jody Maroni's Sausage Kingdom", "los_angeles", "Weekend_Lunch Weekend_Brunch Warm_spots_by_the_fire Weekend_Jazz_Brunch Quirky On_the_Beach Fast_Food Extraordinary_Food Good_Service Fair_Decor below_$15"
"The Tam O'Shanter", "los_angeles", "Good_for_Younger_Kids Weekend_Lunch Weekend_Brunch Relaxed_Senior_Scene Warm_spots_by_the_fire Weekend_Jazz_Brunch Private_Rooms_Available Late_Night_Menu An_Historic_Spot Entertainment Singles_Scene Traditional Traditional American Continental Excellent_Food Extraordinary_Service Extraordinary_Decor $15-$30"
"Taylor's Prime Steaks", "los_angeles", "Good_for_Younger_Kids Weekend_Lunch Weekend_Brunch Warm_spots_by_the_fire Weekend_Jazz_Brunch Private_Rooms_Available Traditional Steakhouses Extraordinary_Food Excellent_Service Good_Decor $15-$30"
"PINOT BISTRO", "los_angeles", "Fabulous_Wine_Lists Weekend_Lunch Weekend_Brunch Parties_and_Occasions Romantic Private_Rooms_Available Power_Brokers Great_for_People_Watching Hip_Place_To_Be Focus_on_Dessert Fountain_and_Ice_Cream Wine_and_Beer Business_Scene Singles_Scene French_Bistro Brasserie Extraordinary_Food Extraordinary_Service Extraordinary_Decor $30-$50"
"Simon & Seafort's", "los_angeles", "Good_for_Younger_Kids Weekend_Lunch Weekend_Brunch On_the_Beach Seafood Excellent_Food Excellent_Service Extraordinary_Decor $15-$30"
"Arnie Morton's of Chicago", "los_angeles", "Weekend_Lunch Weekend_Brunch Private_Rooms_Available Hip_Place_To_Be Business_Scene Singles_Scene American Steakhouses Extraordinary_Food Extraordinary_Service Extraordinary_Decor $30-$50"
"Ed Debevic's", "los_angeles", "Weekend_Lunch People_Keep_Coming_Back For_the_Young_and_Young_at_Heart Weekend_Brunch Warm_spots_by_the_fire Weekend_Jazz_Brunch Private_Rooms_Available Entertainment Dancing Singles_Scene American Coffee_Shops Diners Good_Food Excellent_Service Excellent_Decor below_$15"
"Mistral", "los_angeles", "Weekend_Lunch Romantic French_Bistro Brasserie Extraordinary_Food Excellent_Service Excellent_Decor $15-$30"
"Rosie's BBQ & Grillery", "los_angeles", "Good_for_Younger_Kids Weekend_Lunch Weekend_Brunch Warm_spots_by_the_fire Weekend_Jazz_Brunch No_Reservations Bar-B-Q Good_Food Good_Service Good_Decor $15-$30"
"Don's Place", "los_angeles", "Weekend_Lunch Weekend_Brunch Private_Rooms_Available Traditional Hamburgers Excellent_Food Good_Service Fair_Decor below_$15"
"MICHAEL'S", "los_angeles", "Fabulous_Wine_Lists Weekend_Lunch Parties_and_Occasions Private_Rooms_Available Great_for_People_Watching Dining_Outdoors American_(Contemporary) Californian Extraordinary_Food Extraordinary_Service Extraordinary_Decor $30-$50"
"R-23", "los_angeles", "Weekend_Lunch Good_Out_of_Town_Business Little_Known_But_Well_Liked Quirky Business_Scene Creative Japanese Extraordinary_Food Excellent_Service Extraordinary_Decor $15-$30"
"Da Pasquale", "los_angeles", "Weekend_Lunch Weekend_Brunch Italian Extraordinary_Food Excellent_Service Good_Decor $15-$30"
"DIAGHILEV", "los_angeles", "Good_Out_of_Town_Business Parties_and_Occasions Relaxed_Senior_Scene Quiet_for_Conversation Classic_Hotel_Dining Entertainment Franco-Russian Russian Near-perfect_Food Near-perfect_Service Near-perfect_Decor over_$50"
"Rosalind's Ethiopian Restaurant", "los_angeles", "Weekend_Brunch Warm_spots_by_the_fire Weekend_Jazz_Brunch Quirky Entertainment Ethiopian Excellent_Food Excellent_Service Good_Decor $15-$30"
"The Mandarin", "los_angeles", "Weekend_Brunch Chinese Dim_Sum Extraordinary_Food Excellent_Service Excellent_Decor $15-$30"
"RX", "los_angeles", "Weekend_Brunch Parties_and_Occasions Warm_spots_by_the_fire Weekend_Jazz_Brunch Private_Rooms_Available Power_Brokers Dining_Outdoors Up_and_Coming Hip_Place_To_Be Classic_Hotel_Dining Californian Extraordinary_Food Extraordinary_Service Extraordinary_Decor $30-$50"
"Le Petit Greek", "los_angeles", "Weekend_Lunch Weekend_Brunch Private_Rooms_Available Entertainment Greek Extraordinary_Food Extraordinary_Service Excellent_Decor $15-$30"
"CHECKERS", "los_angeles", "Fabulous_Wine_Lists Good_Out_of_Town_Business High_Tea Weekend_Brunch Parties_and_Occasions Relaxed_Senior_Scene Warm_spots_by_the_fire Weekend_Jazz_Brunch Romantic Private_Rooms_Available Pre-theater_Dining Power_Brokers Hip_Place_To_Be Classic_Hotel_Dining Entertainment Business_Scene American_(Contemporary) Californian French_Contemporary Extraordinary_Food Extraordinary_Service Near-perfect_Decor $30-$50"
"OCEAN STAR", "los_angeles", "An_Out_Of_The_Way_Find Weekend_Lunch Weekend_Brunch Private_Rooms_Available Hip_Place_To_Be Chinese Dim_Sum Extraordinary_Food Excellent_Service Excellent_Decor $15-$30"
"Tivoli Cafe", "los_angeles", "Weekend_Lunch Weekend_Brunch No_Reservations Californian Italian Excellent_Food Excellent_Service Good_Decor $15-$30"
"Chopstix", "los_angeles", "Weekend_Lunch People_Keep_Coming_Back Weekend_Brunch Warm_spots_by_the_fire Weekend_Jazz_Brunch No_Reservations Californian Chinese Dim_Sum Good_Food Good_Service Good_Decor below_$15"
"Papadakis Taverna", "los_angeles", "Good_for_Younger_Kids An_Out_Of_The_Way_Find Weekend_Lunch Weekend_Brunch Private_Rooms_Available Quirky On_the_Beach Entertainment Greek Extraordinary_Food Extraordinary_Service Excellent_Decor $15-$30"
"Market City Caffe", "los_angeles", "Weekend_Lunch Weekend_Brunch Warm_spots_by_the_fire Weekend_Jazz_Brunch Entertainment Italian Excellent_Food Excellent_Service Excellent_Decor $15-$30"
"Moonlight Tango Cafe", "los_angeles", "Weekend_Lunch Weekend_Brunch Parties_and_Occasions Quirky Entertainment Dancing American_(Contemporary) Excellent_Food Excellent_Service Excellent_Decor $15-$30"
"Monty's Steakhouse", "los_angeles", "Good_for_Younger_Kids Weekend_Lunch Weekend_Brunch Entertainment Dancing Traditional Steakhouses Excellent_Food Excellent_Service Excellent_Decor $15-$30"
"Plum Tree Inn", "los_angeles", "Weekend_Lunch Weekend_Brunch Warm_spots_by_the_fire Weekend_Jazz_Brunch No_Reservations Chinese Excellent_Food Excellent_Service Excellent_Decor $15-$30"
"Angkor", "los_angeles", "Weekend_Brunch Little_Known_But_Well_Liked Quirky Cambodian Extraordinary_Food Excellent_Service Good_Decor below_$15"
"Tommy Tang's", "los_angeles", "For_the_Young_and_Young_at_Heart Weekend_Brunch Warm_spots_by_the_fire Weekend_Jazz_Brunch Private_Rooms_Available Singles_Scene Creative Japanese Thai Excellent_Food Excellent_Service Excellent_Decor $15-$30"
"Abiento", "los_angeles", "Weekend_Brunch Private_Rooms_Available On_the_Beach Warm_spots_by_the_fire Weekend_Jazz_Brunch Up_and_Coming Hip_Place_To_Be Authentic Mediterranean Good_Food Good_Service Good_Decor $15-$30"
"Gourmet West", "los_angeles", "Weekend_Lunch Weekend_Brunch Private_Rooms_Available Chinese Excellent_Food Excellent_Service Excellent_Decor $15-$30"
"GRANITA", "los_angeles", "Good_for_Younger_Kids An_Out_Of_The_Way_Find Fabulous_Wine_Lists Weekend_Brunch Parties_and_Occasions Warm_spots_by_the_fire Weekend_Jazz_Brunch Private_Rooms_Available Dining_Outdoors On_the_Beach Hip_Place_To_Be Entertainment Focus_on_Dessert Fountain_and_Ice_Cream Wine_and_Beer Business_Scene Singles_Scene Californian Extraordinary_Food Extraordinary_Service Near-perfect_Decor $30-$50"
"The Rose Cafe", "los_angeles", "Weekend_Brunch Warm_spots_by_the_fire Weekend_Jazz_Brunch Picnics Dining_Outdoors On_the_Beach Focus_on_Dessert Fountain_and_Ice_Cream Wine_and_Beer Open_for_Breakfast Coffee_Shops Diners Continental Excellent_Food Good_Service Good_Decor $15-$30"
"RITZ-CARLTON - Marina del Rey", "los_angeles", "Fabulous_Wine_Lists Weekend_Brunch Private_Rooms_Available Dining_Outdoors On_the_Beach Need_To_Dress Classic_Hotel_Dining French_Contemporary Pacific_New_Wave Extraordinary_Food Extraordinary_Service Near-perfect_Decor $30-$50"
"Lincoln Bay Cafe", "los_angeles", "Weekend_Lunch Weekend_Brunch Quirky Californian Eclectic Mediterranean Excellent_Food Excellent_Service Good_Decor $15-$30"
"La Bamba", "los_angeles", "For_the_Young_and_Young_at_Heart Weekend_Brunch Warm_spots_by_the_fire Weekend_Jazz_Brunch Great_for_People_Watching Up_and_Coming Hip_Place_To_Be Singles_Scene Caribbean Central South_American Good_Food Good_Service Good_Decor $15-$30"
"Celestino", "los_angeles", "Weekend_Lunch Weekend_Brunch Private_Rooms_Available Entertainment Business_Scene Creative Italian Extraordinary_Food Excellent_Service Excellent_Decor $30-$50"
"CAFE KATSU", "los_angeles", "Weekend_Lunch Good_Out_of_Town_Business Weekend_Brunch Warm_spots_by_the_fire Weekend_Jazz_Brunch Hip_Place_To_Be Creative French_Contemporary Pacific_New_Wave Extraordinary_Food Excellent_Service Good_Decor $15-$30"
"Original Sonora Cafe", "los_angeles", "Weekend_Lunch Weekend_Brunch Margaritas Creative Southwestern Extraordinary_Food Excellent_Service Excellent_Decor $15-$30"
"Marix Tex Mex Cafe", "los_angeles", "Good_for_Younger_Kids Weekend_Lunch People_Keep_Coming_Back Weekend_Brunch Warm_spots_by_the_fire Weekend_Jazz_Brunch Private_Rooms_Available Entertainment Singles_Scene Margaritas Mexican Tex-Mex Excellent_Food Good_Service Good_Decor $15-$30"
"Bamboo", "los_angeles", "Weekend_Lunch Weekend_Brunch Private_Rooms_Available Chinese Excellent_Food Excellent_Service Excellent_Decor $15-$30"
"Marino", "los_angeles", "Fabulous_Wine_Lists Private_Rooms_Available Picnics Italian Extraordinary_Food Extraordinary_Service Excellent_Decor $15-$30"
"Delius", "los_angeles", "Weekend_Lunch Little_Known_But_Well_Liked Private_Rooms_Available Continental Extraordinary_Food Extraordinary_Service Excellent_Decor $30-$50"
"The Belvedere", "los_angeles", "Little_Known_But_Well_Liked Warm_spots_by_the_fire Weekend_Jazz_Brunch Romantic Quiet_for_Conversation Private_Rooms_Available Power_Brokers Dining_Outdoors Classic_Hotel_Dining Entertainment Business_Scene Continental Pacific_New_Wave Extraordinary_Food Extraordinary_Service Extraordinary_Decor $30-$50"
"Neptune's Net", "los_angeles", "Weekend_Lunch Weekend_Brunch Warm_spots_by_the_fire Weekend_Jazz_Brunch On_the_Beach Open_for_Breakfast Californian Seafood Excellent_Food Fair_Service Fair_Decor below_$15"
"Engine Co. No. 28", "los_angeles", "Fabulous_Wine_Lists Weekend_Lunch Weekend_Brunch Private_Rooms_Available Business_Scene Open_for_Breakfast Singles_Scene Traditional American_(Contemporary) Excellent_Food Excellent_Service Extraordinary_Decor $15-$30"
"CA'BREA", "los_angeles", "Weekend_Lunch Weekend_Brunch Parties_and_Occasions Private_Rooms_Available Power_Brokers Great_for_People_Watching Hip_Place_To_Be Business_Scene Italian Extraordinary_Food Excellent_Service Excellent_Decor $15-$30"
"L'Opera", "los_angeles", "An_Out_Of_The_Way_Find Weekend_Lunch Good_Out_of_Town_Business Weekend_Brunch Parties_and_Occasions Private_Rooms_Available Italian Extraordinary_Food Extraordinary_Service Extraordinary_Decor $15-$30"
"CHAYA BRASSERIE", "los_angeles", "Weekend_Lunch Good_Out_of_Town_Business Weekend_Brunch Parties_and_Occasions Great_for_People_Watching Late_Night_Menu Hip_Place_To_Be Singles_Scene Pacific_New_Wave Extraordinary_Food Extraordinary_Service Extraordinary_Decor $30-$50"
"Nicola", "los_angeles", "Up_and_Coming Open_for_Breakfast American_(Contemporary) Good_Food Good_Service Good_Decor $15-$30"
"The Bistro Garden at Coldwater", "los_angeles", "Private_Rooms_Available Californian Continental Extraordinary_Food Extraordinary_Service Near-perfect_Decor $30-$50"
"Lula", "los_angeles", "Good_for_Younger_Kids Weekend_Lunch For_the_Young_and_Young_at_Heart Weekend_Brunch Warm_spots_by_the_fire Weekend_Jazz_Brunch Singles_Scene Creative Mexican Tex-Mex Excellent_Food Excellent_Service Excellent_Decor $15-$30"
"REX IL RISTORANTE", "los_angeles", "Fabulous_Wine_Lists Weekend_Lunch Parties_and_Occasions Romantic Quiet_for_Conversation Pre-theater_Dining Entertainment Dancing Business_Scene Italian Near-perfect_Food Extraordinary_Service Near-perfect_Decor $30-$50"
"Knoll's Black Forest Inn", "los_angeles", "Weekend_Lunch Weekend_Brunch Relaxed_Senior_Scene Private_Rooms_Available Traditional Continental German Extraordinary_Food Excellent_Service Excellent_Decor $15-$30"
"Tra Di Noi", "los_angeles", "Weekend_Lunch Weekend_Brunch On_the_Beach Italian Extraordinary_Food Excellent_Service Excellent_Decor $15-$30"
"Florian", "los_angeles", "Parties_and_Occasions Romantic Great_for_People_Watching Up_and_Coming Hip_Place_To_Be Singles_Scene Italian Good_Food Good_Service Good_Decor $15-$30"
"Andreas", "los_angeles", "Weekend_Lunch Weekend_Brunch Parties_and_Occasions Up_and_Coming Swiss-French Extraordinary_Food Excellent_Service Excellent_Decor $15-$30"
"The Main Course", "los_angeles", "Weekend_Lunch Little_Known_But_Well_Liked American Extraordinary_Food Excellent_Service Good_Decor below_$15"
"Julienne", "los_angeles", "Weekend_Lunch Warm_spots_by_the_fire Weekend_Jazz_Brunch No_Reservations Quiet_for_Conversation Picnics Dining_Outdoors Quirky Open_for_Breakfast French_Bistro Brasserie Extraordinary_Food Excellent_Service Excellent_Decor $15-$30"
"D.J.'s Thai Restaurant", "los_angeles", "Weekend_Lunch Weekend_Brunch Warm_spots_by_the_fire Weekend_Jazz_Brunch Private_Rooms_Available Traditional Thai Excellent_Food Excellent_Service Good_Decor $15-$30"
"Geoffrey's", "los_angeles", "Weekend_Brunch Warm_spots_by_the_fire Weekend_Jazz_Brunch Dining_Outdoors On_the_Beach Californian Excellent_Food Excellent_Service Near-perfect_Decor $30-$50"
"Roscoe's Chicken & Waffles", "los_angeles", "Good_for_Younger_Kids Weekend_Brunch Warm_spots_by_the_fire Weekend_Jazz_Brunch No_Reservations Quirky Open_for_Breakfast Soul_Food Southern Excellent_Food Excellent_Service Fair_Decor below_$15"
"PATINA", "los_angeles", "Fabulous_Wine_Lists Weekend_Lunch Good_Out_of_Town_Business Weekend_Brunch Parties_and_Occasions Romantic Private_Rooms_Available Power_Brokers Picnics Great_for_People_Watching Hip_Place_To_Be Focus_on_Dessert Fountain_and_Ice_Cream Wine_and_Beer Californian French_Contemporary Near-perfect_Food Near-perfect_Service Extraordinary_Decor $30-$50"
"Nizam Indian Cuisine", "los_angeles", "Weekend_Brunch Little_Known_But_Well_Liked Traditional Indian Good_Food Good_Service Good_Decor $15-$30"
"Cava", "los_angeles", "For_the_Young_and_Young_at_Heart Weekend_Brunch Warm_spots_by_the_fire Weekend_Jazz_Brunch Great_for_People_Watching Up_and_Coming Classic_Hotel_Dining Spanish Good_Food Good_Service Good_Decor $15-$30"
"Authentic Cafe", "los_angeles", "Weekend_Lunch For_the_Young_and_Young_at_Heart Weekend_Brunch No_Reservations Quirky Hip_Place_To_Be Open_for_Breakfast Creative American_(Contemporary) Eclectic Pacific_New_Wave Southwestern Extraordinary_Food Excellent_Service Excellent_Decor $15-$30"
"Philippe The Original", "los_angeles", "Weekend_Lunch Weekend_Brunch Warm_spots_by_the_fire Weekend_Jazz_Brunch Quirky An_Historic_Spot Open_for_Breakfast Traditional American Cafeterias Excellent_Food Good_Service Good_Decor below_$15"
"Pine Avenue Fish House", "los_angeles", "Good_for_Younger_Kids Fabulous_Wine_Lists Weekend_Lunch Weekend_Brunch Warm_spots_by_the_fire Weekend_Jazz_Brunch On_the_Beach Business_Scene Open_for_Breakfast Seafood Excellent_Food Excellent_Service Excellent_Decor $15-$30"
"Langer's", "los_angeles", "Weekend_Brunch Warm_spots_by_the_fire Weekend_Jazz_Brunch No_Reservations Deli Extraordinary_Food Excellent_Service Fair_Decor below_$15"
"RITZ-CARLTON - Pasedena", "los_angeles", "Extraordinary_Food Extraordinary_Service Near-perfect_Decor $30-$50"
"The Players", "los_angeles", "Weekend_Lunch Weekend_Brunch Warm_spots_by_the_fire Weekend_Jazz_Brunch Focus_on_Dessert Fountain_and_Ice_Cream Wine_and_Beer Creative Californian Hungarian Excellent_Food Excellent_Service Excellent_Decor $15-$30"
"El Pollo Inka", "los_angeles", "Weekend_Lunch Weekend_Brunch On_the_Beach Entertainment Dancing Caribbean Central South_American Peruvian Excellent_Food Excellent_Service Fair_Decor below_$15"
"Cafe Misto", "los_angeles", "Weekend_Brunch On_the_Beach Italian Excellent_Food Excellent_Service Good_Decor $15-$30"
"Flora Kitchen", "los_angeles", "Weekend_Lunch Weekend_Brunch Warm_spots_by_the_fire Weekend_Jazz_Brunch Picnics Quirky American Eclectic Excellent_Food Good_Service Good_Decor below_$15"
"Musso & Frank", "los_angeles", "Weekend_Lunch Warm_spots_by_the_fire Weekend_Jazz_Brunch Power_Brokers Great_for_People_Watching Hip_Place_To_Be An_Historic_Spot Open_for_Breakfast American Continental Excellent_Food Excellent_Service Excellent_Decor $15-$30"
"Giorgio", "los_angeles", "Weekend_Lunch Weekend_Brunch Italian Extraordinary_Food Excellent_Service Excellent_Decor $30-$50"
"Teru Sushi", "los_angeles", "Weekend_Lunch Weekend_Brunch Private_Rooms_Available Singles_Scene Japanese Extraordinary_Food Excellent_Service Excellent_Decor $15-$30"
"La Bruschetta", "los_angeles", "Italian Extraordinary_Food Extraordinary_Service Excellent_Decor $15-$30"
"Cardini", "los_angeles", "Quiet_for_Conversation Private_Rooms_Available Classic_Hotel_Dining Business_Scene Italian Extraordinary_Food Excellent_Service Extraordinary_Decor $30-$50"
"The Apple Pan", "los_angeles", "For_the_Young_and_Young_at_Heart Weekend_Brunch Warm_spots_by_the_fire Weekend_Jazz_Brunch Quirky Hip_Place_To_Be Focus_on_Dessert Fountain_and_Ice_Cream Wine_and_Beer Traditional American Coffee_Shops Diners Hamburgers Extraordinary_Food Excellent_Service Fair_Decor below_$15"
"The Seashell", "los_angeles", "Weekend_Brunch Private_Rooms_Available Continental French_Contemporary Extraordinary_Food Extraordinary_Service Excellent_Decor $15-$30"
"Matteo's", "los_angeles", "Weekend_Lunch Weekend_Brunch Private_Rooms_Available Late_Night_Menu Italian Excellent_Food Excellent_Service Excellent_Decor $30-$50"
"The Flame", "los_angeles", "Persian Excellent_Food Excellent_Service Good_Decor $15-$30"
"The Smoke House", "los_angeles", "Weekend_Brunch Relaxed_Senior_Scene Warm_spots_by_the_fire Weekend_Jazz_Brunch Private_Rooms_Available Entertainment Dancing Traditional American Excellent_Food Excellent_Service Good_Decor $15-$30"
"Empress Pavilion", "los_angeles", "Weekend_Brunch Warm_spots_by_the_fire Weekend_Jazz_Brunch Private_Rooms_Available Business_Scene Open_for_Breakfast Chinese Dim_Sum Extraordinary_Food Excellent_Service Excellent_Decor $15-$30"
"Il Fornaio - LA", "los_angeles", "Weekend_Lunch Weekend_Lunch Private_Rooms_Available Dining_Outdoors Hip_Place_To_Be Cafe/Espresso_Bars Italian Excellent_Food Excellent_Service Excellent_Decor $15-$30"
"Angeli Mare", "los_angeles", "Weekend_Lunch Weekend_Brunch Singles_Scene Italian Excellent_Food Excellent_Service Excellent_Decor $15-$30"
"Chez Izumi", "los_angeles", "Weekend_Lunch Weekend_Brunch Little_Known_But_Well_Liked No_Reservations Quirky Up_and_Coming Creative Pacific_New_Wave Extraordinary_Food Extraordinary_Service Fair_Decor $30-$50"
"Chan Dara", "los_angeles", "For_the_Young_and_Young_at_Heart Weekend_Brunch Late_Night_Menu Thai Excellent_Food Excellent_Service Excellent_Decor $15-$30"
"THE IVY AT THE SHORE", "los_angeles", "Weekend_Lunch Weekend_Brunch Parties_and_Occasions Warm_spots_by_the_fire Weekend_Jazz_Brunch Dining_Outdoors Hip_Place_To_Be Focus_on_Dessert Fountain_and_Ice_Cream Wine_and_Beer Open_for_Breakfast Singles_Scene American_(Contemporary) Extraordinary_Food Excellent_Service Extraordinary_Decor $30-$50"
"Tra Fiori", "los_angeles", "Fabulous_Wine_Lists Little_Known_But_Well_Liked Warm_spots_by_the_fire Weekend_Jazz_Brunch Quiet_for_Conversation Entertainment Singles_Scene Italian Good_Food Good_Service Good_Decor $15-$30"
"PARKWAY GRILL", "los_angeles", "Fabulous_Wine_Lists Weekend_Brunch Parties_and_Occasions Private_Rooms_Available Hip_Place_To_Be Focus_on_Dessert Fountain_and_Ice_Cream Wine_and_Beer Californian Extraordinary_Food Extraordinary_Service Extraordinary_Decor $30-$50"
"Clay Pit", "los_angeles", "Weekend_Brunch Warm_spots_by_the_fire Weekend_Jazz_Brunch Indian Extraordinary_Food Extraordinary_Service Excellent_Decor $15-$30"
"Jacopo's", "los_angeles", "Weekend_Lunch For_the_Young_and_Young_at_Heart Weekend_Brunch Warm_spots_by_the_fire Weekend_Jazz_Brunch No_Reservations Pizzerias Excellent_Food Good_Service Fair_Decor below_$15"
"Morton's", "los_angeles", "Weekend_Lunch Good_Out_of_Town_Business Power_Brokers Great_for_People_Watching Hip_Place_To_Be American Extraordinary_Food Excellent_Service Extraordinary_Decor $30-$50"
"Tommy's", "los_angeles", "Weekend_Lunch Weekend_Brunch Warm_spots_by_the_fire Weekend_Jazz_Brunch Open_for_Breakfast Hamburgers Excellent_Food Good_Service Fair_Decor below_$15"
"Rosti", "los_angeles", "Weekend_Lunch Weekend_Brunch Warm_spots_by_the_fire Weekend_Jazz_Brunch Picnics Italian Excellent_Food Good_Service Fair_Decor $15-$30"
"Johnnie's NY Pizza", "los_angeles", "For_the_Young_and_Young_at_Heart Weekend_Brunch Warm_spots_by_the_fire Weekend_Jazz_Brunch On_the_Beach Up_and_Coming Pizzerias Excellent_Food Good_Service Fair_Decor below_$15"
"Gaucho Grill", "los_angeles", "Weekend_Lunch Weekend_Brunch Relaxed_Senior_Scene Warm_spots_by_the_fire Weekend_Jazz_Brunch No_Reservations Private_Rooms_Available Argentinean Caribbean Central South_American Excellent_Food Good_Service Good_Decor below_$15"
"El Coyote", "los_angeles", "Weekend_Lunch People_Keep_Coming_Back For_the_Young_and_Young_at_Heart Weekend_Brunch Warm_spots_by_the_fire Weekend_Jazz_Brunch No_Reservations Private_Rooms_Available An_Historic_Spot Singles_Scene Mexican Tex-Mex Good_Food Good_Service Good_Decor below_$15"
